primary,count,cumulative_count,cumulative_percent,tag
orthodontist,517,1988363,94.7579086725306,Health services
home_decor,515,1988878,94.78245163725403,Essential needs
automobile_registration_service,504,1989382,94.80647038331345,Civic and utility
moroccan_restaurant,501,1989883,94.83034616064633,Social & Leisure
dermatologist,496,1990379,94.8539836567683,Health services
betting_center,489,1990868,94.87728755919501,Social & Leisure
recreational_vehicle_dealer,488,1991356,94.90054380537953,Social & Leisure
embassy,488,1991844,94.92380005156406,Civic and utility
jewelry_and_watches_manufacturer,488,1992332,94.94705629774857,Other
bowling_alley,486,1992818,94.97021723144874,Social & Leisure
venue_and_event_space,479,1993297,94.99304457145362,Social & Leisure
beer_wine_and_spirits,476,1993773,95.01572894273197,Essential needs
personal_care_service,473,1994246,95.03827034528378,Essential needs
outdoor_gear,473,1994719,95.06081174783557,Essential needs
lebanese_restaurant,473,1995192,95.08335315038737,Social & Leisure
car_sharing,471,1995663,95.10579924045481,Social & Leisure
process_servers,468,1996131,95.12810236179571,Civic and utility
audiovisual_equipment_rental,460,1996591,95.15002423319915,Social & Leisure
electrical_supply_store,460,1997051,95.17194610460258,Essential needs
kitchen_and_bath,459,1997510,95.19382031976386,Essential needs
boat_service_and_repair,459,1997969,95.2156945349251,Other
ski_resort,457,1998426,95.23747343760202,Social & Leisure
horse_trainer,452,1998878,95.25901405906801,Social & Leisure
auction_house,450,1999328,95.28045936804963,Social & Leisure
farm_equipment_and_supply,448,1999776,95.3018093645469,Essential needs
party_and_event_planning,445,2000221,95.32301639231763,Social & Leisure
security_services,444,2000665,95.34417576384617,Civic and utility
hiking_trail,443,2001108,95.36528747913252,Social & Leisure
tire_shop,442,2001550,95.38635153817671,Essential needs
automotive_consultant,439,2001989,95.40727262849433,Other
plastic_manufacturer,438,2002427,95.42814606256978,Other
business_consulting,438,2002865,95.44901949664523,Other
books_mags_music_and_video,436,2003301,95.46979761823633,Social & Leisure
local_and_state_government_offices,433,2003734,95.49043277110087,Civic and utility
brokers,426,2004160,95.51073433027015,Other
packing_supply,424,2004584,95.53094057695506,Essential needs
costume_store,419,2005003,95.55090854242907,Social & Leisure
ophthalmologist,419,2005422,95.57087650790307,Health services
bus_station,415,2005837,95.59065384840835,Civic and utility
warehouses,412,2006249,95.61028822018709,Civic and utility
meat_wholesaler,409,2006658,95.62977962323929,Essential needs
prenatal_perinatal_care,407,2007065,95.64917571380711,Health services
woodworking_supply_store,406,2007471,95.66852414813276,Essential needs
car_inspector,405,2007876,95.68782492621622,Civic and utility
african_restaurant,403,2008279,95.70703039181532,Social & Leisure
marina,396,2008675,95.72590226371916,Social & Leisure
security_systems,392,2009067,95.74458351065427,Civic and utility
private_school,390,2009457,95.763169445105,Education
housing_authorities,389,2009846,95.78170772331359,Civic and utility
performing_arts,388,2010234,95.80019834527997,Social & Leisure
chimney_sweep,388,2010622,95.81868896724635,Civic and utility
pool_billiards,386,2011008,95.83708427672836,Social & Leisure
e_commerce_service,386,2011394,95.85547958621038,Essential needs
salad_bar,386,2011780,95.8738748956924,Essential needs
skin_care,382,2012162,95.89207958020569,Health services
ear_nose_and_throat,379,2012541,95.91014129599245,Health services
skilled_nursing,375,2012916,95.92801238681047,Health services
record_label,373,2013289,95.94578816514414,Social & Leisure
ski_and_snowboard_shop,364,2013653,95.96313503729816,Social & Leisure
brake_service_and_repair,362,2014015,95.98038659696783,Essential needs
firework_retailer,361,2014376,95.99759050039532,Social & Leisure
plastic_fabrication_company,360,2014736,96.01474674758062,Other
bubble_tea,358,2015094,96.03180768228155,Social & Leisure
home_inspector,358,2015452,96.0488686169825,Civic and utility
occupational_safety,356,2015808,96.06583423919906,Civic and utility
boxing_class,353,2016161,96.0826568926891,Social & Leisure
pathologist,353,2016514,96.09947954617914,Health services
limo_services,348,2016862,96.11606391845827,Social & Leisure
audiologist,347,2017209,96.13260063449522,Health services
b2b_cleaning_and_waste_management,346,2017555,96.14908969428997,Civic and utility
divorce_and_family_law,346,2017901,96.16557875408473,Civic and utility
rock_climbing_spot,345,2018246,96.18202015763731,Social & Leisure
farming_services,343,2018589,96.19836624870554,Essential needs
banks,340,2018929,96.2145693710472,Essential needs
luggage_store,338,2019267,96.23067718090452,Essential needs
zoo,338,2019605,96.24678499076184,Social & Leisure
human_resource_services,337,2019942,96.26284514437697,Civic and utility
airport_shuttles,336,2020278,96.27885764174991,Civic and utility
halal_restaurant,336,2020614,96.29487013912286,Essential needs
patio_covers,336,2020950,96.31088263649582,Other
flooring_store,335,2021285,96.32684747762659,Essential needs
surgeon,334,2021619,96.34276466251517,Health services
elevator_service,332,2021951,96.3585865349194,Civic and utility
automation_services,330,2022281,96.37431309483927,Civic and utility
fair,330,2022611,96.39003965475912,Social & Leisure
wood_and_pulp,329,2022940,96.4057185584368,Other
auto_customization,329,2023269,96.42139746211448,Other
b2b_jewelers,327,2023596,96.43698105330779,Social & Leisure
boat_dealer,326,2023922,96.45251698825894,Social & Leisure
garage_door_service,326,2024248,96.46805292321007,Civic and utility
gun_and_ammo,324,2024572,96.48349354567684,Essential needs
livestock_breeder,323,2024895,96.49888651190143,Other
media_news_website,322,2025217,96.51423182188384,Other
adult_education,319,2025536,96.52943416313971,Education
environmental_and_ecological_services_for_businesses,318,2025854,96.5445888481534,Civic and utility
rv_park,316,2026170,96.55964822068272,Social & Leisure
cleaning_services,313,2026483,96.57456462448549,Essential needs
patisserie_cake_shop,311,2026794,96.58938571580391,Essential needs
health_consultant,310,2027104,96.60415915088014,Health services
atv_rentals_and_tours,309,2027413,96.61888492971418,Social & Leisure
distillery,308,2027721,96.63356305230606,Social & Leisure
truck_dealer,306,2028027,96.64814586241357,Essential needs
horse_riding,306,2028333,96.66272867252108,Social & Leisure
radiologist,306,2028639,96.67731148262858,Health services
korean_restaurant,303,2028942,96.69175132400954,Social & Leisure
skate_park,301,2029243,96.70609585290615,Social & Leisure
comic_books_store,298,2029541,96.72029741307621,Social & Leisure
arcade,297,2029838,96.73445131700407,Social & Leisure
adult_entertainment,293,2030131,96.74841459596323,Social & Leisure
food_consultant,292,2030423,96.7623302186802,Essential needs
truck_repair,291,2030714,96.77619818515498,Essential needs
fishing_club,290,2031004,96.79001849538759,Social & Leisure
pharmaceutical_companies,290,2031294,96.8038388056202,Health services
biotechnology_company,289,2031583,96.81761145961062,Other
oil_and_gas,288,2031871,96.83133645735886,Civic and utility
commercial_refrigeration,286,2032157,96.84496614262275,Civic and utility
handyman,286,2032443,96.85859582788662,Civic and utility
dairy_farm,285,2032728,96.87217785690832,Essential needs
circus,281,2033009,96.88556926096129,Social & Leisure
cannabis_clinic,275,2033284,96.89867472756117,Health services
indonesian_restaurant,272,2033556,96.91163722543452,Social & Leisure
fountain,271,2033827,96.92455206706568,Civic and utility
nursing_school,271,2034098,96.93746690869683,Education
comedy_club,270,2034368,96.9503340940858,Social & Leisure
b2b_electronic_equipment,270,2034638,96.96320127947479,Civic and utility
wine_wholesaler,269,2034907,96.97602080862158,Social & Leisure
mortgage_lender,266,2035173,96.98869736904184,Essential needs
paintball,266,2035439,97.00137392946209,Social & Leisure
ethical_grocery,266,2035705,97.01405048988234,Essential needs
botanical_garden,265,2035970,97.02667939406041,Social & Leisure
middle_eastern_restaurant,265,2036235,97.03930829823848,Social & Leisure
trains,264,2036499,97.05188954617438,Civic and utility
aromatherapy,264,2036763,97.06447079411026,Health services
beverage_supplier,262,2037025,97.07695672956179,Essential needs
scrap_metals,262,2037287,97.08944266501331,Other
structural_engineer,261,2037548,97.10188094422266,Civic and utility
hair_removal,259,2037807,97.11422391094764,Health services
paving_contractor,259,2038066,97.12656687767263,Civic and utility
wig_store,257,2038323,97.13881453191324,Essential needs
asian_fusion_restaurant,253,2038576,97.15087156118514,Social & Leisure
cooking_school,250,2038826,97.16278562173048,Education
recreation_vehicle_repair,250,2039076,97.17469968227583,Civic and utility
private_investigation,248,2039324,97.18651843033682,Other
armed_forces_branch,248,2039572,97.19833717839781,Civic and utility
rv_rentals,247,2039819,97.21010827021661,Social & Leisure
hydraulic_equipment_supplier,247,2040066,97.22187936203541,Civic and utility
mobile_phone_repair,245,2040311,97.23355514136986,Essential needs
clothing_company,245,2040556,97.2452309207043,Essential needs
distribution_services,244,2040800,97.25685904379657,Civic and utility
trailer_dealer,244,2041044,97.26848716688883,Other
videographer,242,2041286,97.28001997749672,Other
european_restaurant,240,2041526,97.29145747562026,Social & Leisure
bus_service,239,2041765,97.30284731750162,Civic and utility
makeup_artist,238,2042003,97.31418950314078,Social & Leisure
portuguese_restaurant,238,2042241,97.32553168877996,Social & Leisure
bedding_and_bath_stores,235,2042476,97.33673090569258,Essential needs
shooting_range,234,2042710,97.34788246636303,Social & Leisure
food_stand,234,2042944,97.35903402703347,Essential needs
horseback_riding_service,233,2043177,97.37013793146174,Social & Leisure
choir,233,2043410,97.38124183589001,Social & Leisure
civil_engineers,231,2043641,97.39225042783391,Civic and utility
race_track,231,2043872,97.40325901977782,Social & Leisure
canoe_and_kayak_hire_service,230,2044102,97.41421995547954,Social & Leisure
diagnostic_imaging,227,2044329,97.42503792245472,Health services
mobility_equipment_services,227,2044556,97.43585588942989,Health services
restaurant_equipment_and_supply,225,2044781,97.44657854392071,Essential needs
electricity_supplier,225,2045006,97.45730119841151,Civic and utility
drugstore,224,2045230,97.46797619666016,Essential needs
emissions_inspection,223,2045453,97.4786035386666,Civic and utility
computer_coaching,223,2045676,97.48923088067306,Education
furniture_accessory_store,223,2045899,97.49985822267952,Essential needs
dental_laboratories,222,2046121,97.51043790844378,Health services
miniature_golf_course,221,2046342,97.52096993796587,Social & Leisure
spanish_restaurant,221,2046563,97.53150196748796,Social & Leisure
synagogue,221,2046784,97.54203399701005,Social & Leisure
pop_up_shop,220,2047004,97.55251837028996,Social & Leisure
sightseeing_tour_agency,220,2047224,97.56300274356985,Social & Leisure
swimming_instructor,219,2047443,97.57343946060759,Social & Leisure
hypnosis_hypnotherapy,219,2047662,97.58387617764531,Health services
cardiologist,218,2047880,97.59426523844085,Health services
cave,217,2048097,97.60460664299421,Social & Leisure
altering_and_remodeling_contractor,216,2048313,97.6149003913054,Civic and utility
wholesale_grocer,215,2048528,97.62514648337441,Essential needs
urban_farm,215,2048743,97.6353925754434,Essential needs
beverage_store,215,2048958,97.6456386675124,Essential needs
perfume_store,213,2049171,97.65578944709704,Essential needs
dj_service,213,2049384,97.66594022668168,Social & Leisure
carpet_cleaning,213,2049597,97.67609100626632,Civic and utility
nature_reserve,211,2049808,97.68614647336659,Social & Leisure
credit_and_debt_counseling,211,2050019,97.69620194046686,Essential needs
electronic_parts_supplier,208,2050227,97.7061144388406,Essential needs
smoothie_juice_bar,208,2050435,97.71602693721432,Social & Leisure
flea_market,208,2050643,97.72593943558806,Social & Leisure
art_restoration,207,2050850,97.73580427771961,Social & Leisure
specialty_grocery_store,207,2051057,97.74566911985116,Essential needs
convents_and_monasteries,207,2051264,97.7555339619827,Social & Leisure
logging_services,206,2051470,97.76535114787208,Civic and utility
first_aid_class,205,2051675,97.77512067751927,Health services
designer_clothing,204,2051879,97.78484255092427,Social & Leisure
environmental_conservation_and_ecological_organizations,204,2052083,97.79456442432928,Civic and utility
pizza_delivery_service,201,2052284,97.80414332900773,Essential needs
irish_pub,201,2052485,97.81372223368619,Social & Leisure
dog_park,200,2052685,97.82325348212247,Social & Leisure
machine_and_tool_rentals,199,2052884,97.83273707431658,Civic and utility
builders,199,2053083,97.84222066651067,Civic and utility
water_park,198,2053281,97.85165660246258,Social & Leisure
customized_merchandise,196,2053477,97.86099722593015,Social & Leisure
copywriting_service,195,2053672,97.87029019315551,Other
family_counselor,194,2053866,97.8795355041387,Health services
cosmetic_dentist,193,2054059,97.88873315887972,Health services
buffet_restaurant,193,2054252,97.89793081362073,Social & Leisure
money_transfer_services,192,2054444,97.90708081211955,Essential needs
urologist,190,2054634,97.91613549813401,Health services
neurologist,189,2054823,97.9251425279063,Health services
water_supplier,187,2055010,97.93405424519422,Civic and utility
theatrical_productions,186,2055196,97.94291830623997,Social & Leisure
go_kart_club,186,2055382,97.9517823672857,Social & Leisure
life_insurance,184,2055566,97.96055111584708,Essential needs
boat_tours,184,2055750,97.96931986440846,Social & Leisure
restaurant_wholesale,182,2055932,97.97799330048548,Essential needs
flight_school,182,2056114,97.98666673656248,Education
window_treatment_store,182,2056296,97.9953401726395,Essential needs
video_film_production,181,2056477,98.00396595247433,Social & Leisure
gymnastics_center,180,2056657,98.01254407606699,Social & Leisure
british_restaurant,180,2056837,98.02112219965964,Social & Leisure
motorsports_store,179,2057016,98.02965266701011,Social & Leisure
truck_rentals,179,2057195,98.03818313436058,Civic and utility
public_school,179,2057374,98.04671360171106,Education
scuba_diving_center,177,2057551,98.05514875657715,Social & Leisure
wildlife_sanctuary,176,2057727,98.06353625520107,Social & Leisure
lodge,176,2057903,98.071923753825,Social & Leisure
sandblasting_service,176,2058079,98.08031125244894,Other
granite_supplier,175,2058254,98.08865109483068,Essential needs
oral_surgeon,173,2058427,98.09689562472806,Health services
fire_and_water_damage_restoration,173,2058600,98.10514015462545,Civic and utility
it_consultant,173,2058773,98.11338468452281,Other
pawn_shop,172,2058945,98.12158155817802,Essential needs
private_association,171,2059116,98.12973077559104,Social & Leisure
dairy_stores,170,2059286,98.13783233676189,Essential needs
donuts,170,2059456,98.14593389793272,Essential needs
freight_forwarding_agency,169,2059625,98.15398780286138,Civic and utility
lottery_ticket,168,2059793,98.16199405154785,Social & Leisure
ski_and_snowboard_school,168,2059961,98.17000030023434,Social & Leisure
superstore,168,2060129,98.1780065489208,Essential needs
trophy_shop,168,2060297,98.18601279760728,Social & Leisure
image_consultant,167,2060464,98.19397139005157,Social & Leisure
holding_companies,166,2060630,98.20188232625368,Other
skate_shop,165,2060795,98.20974560621362,Social & Leisure
junk_removal_and_hauling,165,2060960,98.21760888617355,Civic and utility
framing_store,165,2061125,98.22547216613347,Other
baptist_church,162,2061287,98.23319247736686,Social & Leisure
writing_service,162,2061449,98.24091278860024,Other
diagnostic_services,160,2061609,98.24853778734926,Health services
glass_manufacturer,160,2061769,98.25616278609829,Other
hat_shop,159,2061928,98.26374012860514,Essential needs
hawaiian_restaurant,158,2062086,98.2712698148698,Social & Leisure
leather_goods,157,2062243,98.27875184489227,Essential needs
football_stadium,157,2062400,98.28623387491476,Social & Leisure
karaoke,157,2062557,98.29371590493723,Social & Leisure
car_window_tinting,156,2062713,98.30115027871753,Other
aquarium,155,2062868,98.30853699625564,Social & Leisure
laser_tag,155,2063023,98.31592371379377,Social & Leisure
auditorium,154,2063177,98.3232627750897,Social & Leisure
mechanical_engineers,154,2063331,98.33060183638564,Civic and utility
appliance_manufacturer,154,2063485,98.33794089768158,Other
disability_law,153,2063638,98.34523230273533,Civic and utility
employment_law,152,2063790,98.3524760515469,Civic and utility
theme_restaurant,152,2063942,98.35971980035848,Social & Leisure
automobile_leasing,150,2064092,98.36686823668568,Essential needs
outdoor_furniture_store,150,2064242,98.37401667301289,Essential needs
damage_restoration,150,2064392,98.3811651093401,Civic and utility
gay_bar,150,2064542,98.3883135456673,Social & Leisure
jazz_and_blues,149,2064691,98.39541432575234,Social & Leisure
civic_center,147,2064838,98.402419793353,Civic and utility
outlet_store,147,2064985,98.40942526095367,Social & Leisure
shades_and_blinds,147,2065132,98.41643072855433,Essential needs
auto_restoration_services,145,2065277,98.42334088367065,Other
argentine_restaurant,144,2065421,98.43020338254476,Social & Leisure
oil_refiners,143,2065564,98.4370182251767,Civic and utility
educational_supply_store,142,2065706,98.44378541156645,Education
maternity_centers,142,2065848,98.4505525979562,Health services
pediatric_dentist,142,2065990,98.45731978434597,Health services
computer_wholesaler,141,2066131,98.46403931449355,Essential needs
office_cleaning,141,2066272,98.47075884464113,Civic and utility
prosthetics,139,2066411,98.47738306230434,Health services
foster_care_services,139,2066550,98.48400727996756,Civic and utility
swiss_restaurant,139,2066689,98.49063149763076,Social & Leisure
collection_agencies,139,2066828,98.49725571529399,Civic and utility
astrologer,138,2066966,98.50383227671502,Other
vending_machine_supplier,138,2067104,98.51040883813606,Essential needs
auto_insurance,137,2067241,98.5169377433149,Essential needs
personal_assistant,137,2067378,98.52346664849375,Other
medical_transportation,137,2067515,98.5299955536726,Health services
poke,136,2067651,98.53647680260927,Social & Leisure
specialty_foods,136,2067787,98.54295805154595,Essential needs
public_health_clinic,135,2067922,98.54939164424043,Health services
jail_and_prison,135,2068057,98.55582523693492,Civic and utility
blood_and_plasma_donation_center,134,2068191,98.56221117338723,Health services
bookkeeper,134,2068325,98.56859710983954,Other
law_enforcement,134,2068459,98.57498304629185,Civic and utility
marriage_or_relationship_counselor,134,2068593,98.58136898274415,Health services
merchandising_service,134,2068727,98.58775491919646,Essential needs
ice_skating_rink,133,2068860,98.59409319940659,Social & Leisure
b2b_machinery_and_tools,133,2068993,98.60043147961672,Other
printing_equipment_and_supply,130,2069123,98.6066267911003,Civic and utility
educational_research_institute,129,2069252,98.61277444634169,Education
guest_house,129,2069381,98.6189221015831,Social & Leisure
domestic_business_and_trade_organizations,129,2069510,98.62506975682449,Civic and utility
iron_work,128,2069638,98.6311697558237,Civic and utility
basketball_court,128,2069766,98.63726975482294,Social & Leisure
cards_and_stationery_store,127,2069893,98.64332209757997,Essential needs
it_support_snd_service,127,2070020,98.649374440337,Civic and utility
bartender,125,2070145,98.65533147060968,Social & Leisure
orthopedic_shoe_store,124,2070269,98.66124084464018,Essential needs
speakeasy,124,2070393,98.66715021867066,Social & Leisure
party_equipment_rental,124,2070517,98.67305959270116,Social & Leisure
hot_tubs_and_pools,123,2070640,98.67892131048947,Social & Leisure
session_photography,123,2070763,98.68478302827779,Social & Leisure
apartments,122,2070885,98.69059708982391,Essential needs
watch_store,122,2071007,98.69641115137004,Social & Leisure
passport_and_visa_services,121,2071128,98.702177556674,Civic and utility
kitchen_remodeling,121,2071249,98.70794396197795,Other
energy_management_and_conservation_consultants,119,2071368,98.71361505479753,Civic and utility
beach_equipment_rentals,118,2071486,98.71923849137494,Social & Leisure
esports_league,117,2071603,98.72481427171016,Social & Leisure
motor_freight_trucking,117,2071720,98.73039005204538,Civic and utility
sex_therapist,116,2071836,98.73591817613843,Health services
book_magazine_distribution,115,2071951,98.74139864398929,Other
souvenir_shop,115,2072066,98.74687911184014,Social & Leisure
gutter_service,115,2072181,98.752359579691,Civic and utility
rug_store,114,2072295,98.75779239129969,Essential needs
hotel_supply_service,113,2072408,98.76317754666618,Social & Leisure
visitor_center,113,2072521,98.76856270203268,Civic and utility
stone_and_masonry,113,2072634,98.77394785739918,Other
criminal_defense_law,113,2072747,98.77933301276568,Civic and utility
business_office_supplies_and_stationery,111,2072858,98.78462285564781,Essential needs
hospice,110,2072968,98.78986504228776,Health services
saw_mill,110,2073078,98.79510722892772,Other
hot_air_balloons_tour,109,2073187,98.80030175932549,Social & Leisure
pets,109,2073296,98.80549628972327,Essential needs
halfway_house,108,2073404,98.81064316387885,Essential needs
traditional_clothing,108,2073512,98.81579003803445,Essential needs
powder_coating_service,108,2073620,98.82093691219004,Other
metal_plating_service,108,2073728,98.82608378634563,Civic and utility
boot_camp,108,2073836,98.83123066050122,Education
motorcycle_rentals,108,2073944,98.8363775346568,Social & Leisure
sports_bar,107,2074051,98.84147675257023,Social & Leisure
window_washing,106,2074157,98.84652831424144,Civic and utility
business_equipment_and_supply,106,2074263,98.85157987591268,Other
data_recovery,106,2074369,98.85663143758391,Civic and utility
bus_rentals,105,2074474,98.86163534301295,Civic and utility
demolition_service,104,2074578,98.86659159219981,Civic and utility
laundry_services,104,2074682,98.87154784138669,Essential needs
translation_services,104,2074786,98.87650409057355,Civic and utility
septic_services,104,2074890,98.88146033976041,Civic and utility
buddhist_temple,104,2074994,98.88641658894728,Social & Leisure
soccer_stadium,103,2075097,98.89132518189197,Social & Leisure
real_estate_investment,102,2075199,98.89618611859447,Other
steel_fabricators,101,2075300,98.9009993990548,Civic and utility
handicraft_shop,100,2075400,98.90576502327293,Social & Leisure
medical_spa,100,2075500,98.91053064749107,Health services
health_department,100,2075600,98.91529627170921,Civic and utility
car_broker,100,2075700,98.92006189592735,Other
airlines,99,2075799,98.9247798639033,Social & Leisure
caribbean_restaurant,99,2075898,98.92949783187926,Social & Leisure
frozen_yoghurt_shop,99,2075997,98.93421579985522,Social & Leisure
housing_cooperative,97,2076094,98.93883845534681,Essential needs
auto_upholstery,97,2076191,98.94346111083841,Other
home_theater_systems_stores,96,2076287,98.94803611008783,Social & Leisure
social_security_services,94,2076381,98.95251579685288,Civic and utility
gold_buyer,93,2076474,98.95694782737576,Other
custom_clothing,92,2076566,98.96133220165643,Essential needs
bathroom_remodeling,91,2076657,98.96566891969493,Other
nanny_services,91,2076748,98.97000563773345,Social & Leisure
mediator,89,2076837,98.9742470432876,Civic and utility
mining,89,2076926,98.97848844884174,Civic and utility
publicity_service,89,2077015,98.98272985439588,Other
animal_hospital,89,2077104,98.98697125995002,Health services
promotional_products_and_services,89,2077193,98.99121266550416,Other
tattoo,88,2077281,98.99540641481613,Social & Leisure
internet_cafe,88,2077369,98.9996001641281,Social & Leisure
bagel_shop,88,2077457,99.00379391344006,Essential needs
fish_farm,87,2077544,99.00794000650984,Essential needs
professional_sports_team,87,2077631,99.01208609957962,Social & Leisure
stone_supplier,86,2077717,99.01618453640722,Essential needs
psychic_medium,86,2077803,99.02028297323483,Social & Leisure
door_sales_service,86,2077889,99.02438141006242,Other
mobile_home_dealer,86,2077975,99.02847984689002,Essential needs
well_drilling,86,2078061,99.03257828371763,Civic and utility
educational_camp,85,2078146,99.03662906430304,Education
railroad_freight,85,2078231,99.04067984488847,Civic and utility
abuse_and_addiction_treatment,85,2078316,99.04473062547389,Health services
grain_production,84,2078400,99.04873374981712,Essential needs
japanese_confectionery_shop,84,2078484,99.05273687416035,Essential needs
massage_school,84,2078568,99.0567399985036,Education
pipeline_transportation,84,2078652,99.06074312284683,Civic and utility
teeth_whitening,84,2078736,99.06474624719007,Health services
consultant_and_general_service,84,2078820,99.0687493715333,Civic and utility
environmental_testing,84,2078904,99.07275249587654,Health services
personal_injury_law,83,2078987,99.0767079639776,Civic and utility
trailer_rentals,83,2079070,99.08066343207865,Essential needs
waterfall,83,2079153,99.0846189001797,Social & Leisure
hair_replacement,83,2079236,99.08857436828077,Health services
crops_production,82,2079318,99.09248218013964,Essential needs
insulation_installation,82,2079400,99.0963899919985,Civic and utility
hair_supply_stores,82,2079482,99.1002978038574,Essential needs
ferry_boat_company,82,2079564,99.10420561571627,Civic and utility
threading_service,82,2079646,99.10811342757513,Other
department_of_motor_vehicles,81,2079727,99.11197358319184,Civic and utility
safety_equipment,81,2079808,99.11583373880852,Essential needs
logging_contractor,81,2079889,99.11969389442523,Other
research_institute,81,2079970,99.12355405004192,Education
canal,80,2080050,99.12736654941642,Civic and utility
cricket_ground,80,2080130,99.13117904879094,Social & Leisure
archery_range,80,2080210,99.13499154816546,Social & Leisure
grain_elevators,80,2080290,99.13880404753996,Civic and utility
cosmetology_school,79,2080369,99.1425688906723,Education
commissioned_artist,78,2080447,99.14628607756244,Social & Leisure
latin_american_restaurant,78,2080525,99.1500032644526,Social & Leisure
homeless_shelter,77,2080602,99.15367279510056,Essential needs
baby_gear_and_furniture,77,2080679,99.15734232574852,Essential needs
brazilian_restaurant,77,2080756,99.1610118563965,Social & Leisure
syrian_restaurant,76,2080832,99.16463373080228,Essential needs
swimwear_store,76,2080908,99.16825560520806,Essential needs
musician,76,2080984,99.17187747961384,Social & Leisure
midwife,75,2081059,99.17545169777745,Health services
plasterer,74,2081133,99.17897825969888,Civic and utility
service_apartments,74,2081207,99.1825048216203,Essential needs
ethiopian_restaurant,73,2081280,99.18598372729954,Social & Leisure
commercial_vehicle_dealer,73,2081353,99.18946263297879,Essential needs
petting_zoo,73,2081426,99.19294153865803,Social & Leisure
personal_chef,72,2081498,99.19637278809509,Social & Leisure
boat_parts_and_accessories,72,2081570,99.19980403753215,Other
dumpster_rentals,72,2081642,99.20323528696922,Civic and utility
road_contractor,72,2081714,99.20666653640627,Civic and utility
national_park,71,2081785,99.21005012960114,Social & Leisure
inspection_services,71,2081856,99.21343372279603,Civic and utility
reptile_shop,71,2081927,99.21681731599091,Social & Leisure
vacation_rental_agents,71,2081998,99.22020090918579,Social & Leisure
tax_law,71,2082069,99.22358450238067,Civic and utility
sky_diving,71,2082140,99.22696809557556,Social & Leisure
motel,70,2082210,99.23030403252825,Essential needs
electronics_repair_shop,69,2082279,99.23359231323876,Essential needs
forestry_service,68,2082347,99.23683293770709,Civic and utility
craft_shop,68,2082415,99.24007356217544,Social & Leisure
day_spa,68,2082483,99.24331418664377,Social & Leisure
taco_restaurant,68,2082551,99.24655481111209,Social & Leisure
medical_school,68,2082619,99.24979543558044,Education
airline,67,2082686,99.25298840380658,Social & Leisure
metal_materials_and_experts,67,2082753,99.25618137203274,Civic and utility
immigration_law,67,2082820,99.2593743402589,Civic and utility
sports_school,67,2082887,99.26256730848505,Education
b2b_sporting_and_recreation_goods,67,2082954,99.2657602767112,Social & Leisure
pentecostal_church,66,2083020,99.26890558869518,Social & Leisure
fencing_club,66,2083086,99.27205090067915,Social & Leisure
wholesale_florist,66,2083152,99.27519621266312,Essential needs
awning_supplier,66,2083218,99.27834152464709,Other
piano_services,66,2083284,99.28148683663106,Social & Leisure
clinical_laboratories,66,2083350,99.28463214861503,Health services
stucco_services,65,2083415,99.28772980435683,Civic and utility
criminal_deense_law,65,2083480,99.29082746009861,Civic and utility
hair_extensions,65,2083545,99.29392511584041,Social & Leisure
health_coach,64,2083609,99.29697511534002,Health services
b2b_equipment_maintenance_and_repair,64,2083673,99.30002511483963,Civic and utility
ice_cream_and_frozen_yoghurt,64,2083737,99.30307511433924,Social & Leisure
forest,64,2083801,99.30612511383885,Social & Leisure
peruvian_restaurant,63,2083864,99.30912745709628,Social & Leisure
game_publisher,63,2083927,99.31212980035372,Social & Leisure
livestock_feed_and_supply_store,63,2083990,99.31513214361112,Essential needs
bus_tours,63,2084053,99.31813448686856,Social & Leisure
gastroenterologist,63,2084116,99.321136830126,Health services
telemarketing_services,63,2084179,99.32413917338341,Civic and utility
furniture_wholesalers,62,2084241,99.32709386039866,Essential needs
waxing,62,2084303,99.33004854741391,Social & Leisure
occupational_medicine,62,2084365,99.33300323442916,Health services
surfing,62,2084427,99.3359579214444,Social & Leisure
drive_in_theater,62,2084489,99.33891260845965,Social & Leisure
horse_equipment_shop,62,2084551,99.3418672954749,Social & Leisure
tai_chi_studio,62,2084613,99.34482198249015,Social & Leisure
rheumatologist,62,2084675,99.3477766695054,Health services
home_staging,61,2084736,99.35068370027845,Other
gelato,61,2084797,99.35359073105153,Social & Leisure
embroidery_and_crochet,61,2084858,99.35649776182458,Social & Leisure
hindu_temple,61,2084919,99.35940479259764,Social & Leisure
golf_instructor,60,2084979,99.36226416712853,Social & Leisure
farming_equipment_store,60,2085039,99.36512354165941,Essential needs
public_transportation,60,2085099,99.3679829161903,Civic and utility
opera_and_ballet,60,2085159,99.37084229072119,Social & Leisure
marble_and_granite_professionals,60,2085219,99.37370166525207,Other
recording_and_rehearsal_studio,59,2085278,99.37651338354078,Social & Leisure
rest_areas,59,2085337,99.37932510182948,Essential needs
dental_supply_store,59,2085396,99.38213682011818,Health services
observatory,58,2085454,99.3849008821647,Social & Leisure
pulmonologist,58,2085512,99.38766494421122,Health services
lawn_mower_store,58,2085570,99.39042900625775,Essential needs
knitting_supply,58,2085628,99.39319306830427,Essential needs
pakistani_restaurant,57,2085685,99.3959094741086,Social & Leisure
coal_and_coke,57,2085742,99.39862587991294,Essential needs
surf_shop,57,2085799,99.40134228571728,Social & Leisure
oncologist,57,2085856,99.40405869152163,Health services
business_brokers,56,2085912,99.40672744108377,Other
